Ref_Date,GEO,Geographical classification,FUEL,Vector,Coordinate,Value
2004/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,80.6
2004/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,82.5
2004/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,83.7
2004/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,96.4
2004/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,96.8
2004/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,90.7
2004/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,90.7
2004/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,89.2
2004/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,91.8
2004/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,91.6
2004/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,90.4
2005/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,86.7
2005/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,91.4
2005/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,94.6
2005/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,100.5
2005/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,98.2
2005/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,98.5
2005/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,102.2
2005/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,108.3
2005/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,119.6
2005/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,113.2
2005/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,100.7
2005/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,95.7
2006/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,98.7
2006/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,94.6
2006/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,101.7
2006/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,113.9
2006/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,115.5
2006/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,114.5
2006/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,120.6
2006/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,123.9
2006/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,103.3
2006/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,98.9
2006/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,97.4
2006/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,97.3
2007/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,97.7
2007/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,97.0
2007/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,107.3
2007/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,111.8
2007/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,120.5
2007/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,122.3
2007/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,121.2
2007/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,114.7
2007/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,116.6
2007/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,110.5
2007/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,110.8
2007/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,113.1
2008/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,115.6
2008/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,117.7
2008/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,121.7
2008/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,129.0
2008/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,136.4
2008/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,143.3
2008/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,146.3
2008/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,141.3
2008/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,146.3
2008/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,129.3
2008/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,104.1
2008/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,91.1
2009/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,91.4
2009/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,97.3
2009/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,96.7
2009/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,99.7
2009/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,104.0
2009/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,113.8
2009/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,111.6
2009/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,110.4
2009/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,111.0
2009/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,106.6
2009/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,109.7
2009/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,107.2
2010/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,109.5
2010/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,109.4
2010/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,107.9
2010/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,109.5
2010/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,109.5
2010/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,107.4
2010/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,105.1
2010/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,109.3
2010/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,111.3
2010/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,108.3
2010/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,108.3
2010/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,110.6
2011/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,118.0
2011/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,120.6
2011/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,127.8
2011/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,133.1
2011/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,140.0
2011/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,132.4
2011/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,128.9
2011/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,129.4
2011/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,127.1
2011/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,129.5
2011/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,127.3
2011/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,119.6
2012/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,122.0
2012/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,122.1
2012/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,131.1
2012/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,136.8
2012/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,135.9
2012/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,135.3
2012/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,135.8
2012/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,135.5
2012/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,137.5
2012/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,139.4
2012/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,129.6
2012/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,123.0
2013/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at full service filling stations,v735065,11.3,118.8
1990/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,54.9
1990/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,55.4
1990/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.7
1990/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,55.8
1990/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.4
1990/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.3
1990/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,54.1
1990/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,58.1
1990/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.8
1990/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.9
1990/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,68.4
1990/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,69.8
1991/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,69.4
1991/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.2
1991/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.0
1991/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,53.6
1991/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,55.4
1991/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,53.5
1991/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.3
1991/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,60.1
1991/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.3
1991/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,52.3
1991/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.7
1991/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.8
1992/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,55.9
1992/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,51.9
1992/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,48.5
1992/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,53.0
1992/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,49.8
1992/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.1
1992/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.5
1992/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,60.0
1992/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,58.8
1992/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,55.2
1992/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,60.0
1992/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,60.6
1993/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,60.6
1993/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,60.6
1993/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,58.7
1993/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.2
1993/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.7
1993/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.7
1993/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.9
1993/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.8
1993/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,58.0
1993/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.9
1993/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.1
1993/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.1
1994/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.1
1994/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.1
1994/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.3
1994/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.8
1994/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.6
1994/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.0
1994/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.8
1994/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.3
1994/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,64.5
1994/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.3
1994/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.5
1994/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.6
1995/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.6
1995/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.6
1995/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.1
1995/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.3
1995/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,67.1
1995/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.1
1995/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,65.8
1995/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.6
1995/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.0
1995/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.9
1995/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.2
1995/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.8
1996/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.7
1996/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.7
1996/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,64.4
1996/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,65.7
1996/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,68.8
1996/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.7
1996/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.2
1996/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,65.7
1996/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.7
1996/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.7
1996/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,65.4
1996/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,68.9
1997/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.2
1997/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.7
1997/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.3
1997/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.8
1997/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,58.7
1997/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.2
1997/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.7
1997/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,57.2
1997/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.7
1997/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,58.7
1997/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,56.7
1997/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,54.7
1998/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.9
1998/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,60.2
1998/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.9
1998/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.1
1998/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.1
1998/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.9
1998/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.9
1998/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.4
1998/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.4
1998/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.5
1998/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.5
1998/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.7
1999/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.3
1999/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,61.1
1999/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.5
1999/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,64.5
1999/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.1
1999/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.1
1999/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,66.6
1999/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,70.2
1999/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,72.2
1999/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,71.7
1999/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,70.1
1999/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,72.1
2000/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,71.1
2000/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,72.7
2000/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,78.5
2000/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,75.2
2000/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,72.8
2000/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,76.3
2000/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,76.7
2000/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,73.7
2000/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,81.0
2000/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,78.0
2000/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,80.4
2000/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,77.1
2001/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,72.8
2001/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,77.7
2001/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,74.3
2001/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,73.6
2001/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,81.9
2001/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,85.5
2001/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,75.4
2001/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,76.2
2001/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,83.4
2001/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,74.9
2001/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,63.7
2001/12,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,59.8
2002/01,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,62.6
2002/02,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,64.7
2002/03,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,71.7
2002/04,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,77.1
2002/05,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,74.6
2002/06,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,76.0
2002/07,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,78.5
2002/08,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,79.0
2002/09,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,77.4
2002/10,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,72.4
2002/11,"Winnipeg, Manitoba",46602,Premium unleaded gasoline at self service filling stations,v735101,11.4,75.3
